LBE,Brooklyn,
MBE,WBE,BLACK,Cambria Heights,
WBE,NON-MINORITY,Merrick,
WBE,NON-MINORITY,Long Island City,
MBE,HISPANIC,Brooklyn,
MBE,ASIAN,Floral Park,
WBE,NON-MINORITY,New York,
WBE,NON-MINORITY,New York,
MBE,ASIAN,New York,
MBE,BLACK,Bronx,
MBE,ASIAN,New York,
MBE,BLACK,Bronx,
MBE,ASIAN,East Meadow,
WBE,NON-MINORITY,Ocean Township,
MBE,ASIAN,Bronx,
WBE,NON-MINORITY,Flushing,
WBE,NON-MINORITY,Fairfield,
MBE,WBE,ASIAN,New York,
MBE,ASIAN,Richmond Hill,
MBE,BLACK,Brooklyn,
MBE,WBE,HISPANIC,New York,
MBE,WBE,HISPANIC,Bronx,
MBE,ASIAN,New York,
WBE,NON-MINORITY,Hillsdale,
MBE,WBE,BLACK,Brooklyn,
MBE,LBE,ASIAN,Bayside,
MBE,HISPANIC,Bronx,
MBE,ASIAN,New York,
WBE,NON-MINORITY,Elmsford,
MBE,ASIAN,Brooklyn,
WBE,NON-MINORITY,Chappaqua,
MBE,ASIAN,Ozone Park,
MBE,ASIAN,Jamaica,
MBE,HISPANIC,Westbury,
MBE,ASIAN,New York,
MBE,HISPANIC,New York,
WBE,New York,
MBE,WBE,HISPANIC,New York,
WBE,NON-MINORITY,Brooklyn,
MBE,BLACK,Brooklyn,
MBE,BLACK,Brooklyn,
MBE,WBE,HISPANIC,Bloomfield,
MBE,HISPANIC,Bronx,
WBE,NON-MINORITY,Highland Park,
MBE,WBE,HISPANIC,Astoria,
MBE,BLACK,Brooklyn,
WBE,NON-MINORITY,South Salem,
MBE,BLACK,Bronx,
MBE,LBE,HISPANIC,Middletown,
MBE,BLACK,Brooklyn,
MBE,ASIAN,N Plainfield,
MBE,BLACK,Watchung,
MBE,ASIAN,Flushing,
WBE,NON-MINORITY,Bronx,
MBE,WBE,HISPANIC,Forest Hills,
MBE,BLACK,Bronx,
WBE,NON-MINORITY,New York,
WBE,NON-MINORITY,Whitestone,
MBE,BLACK,Plainfield,
WBE,NON-MINORITY,New York,
MBE,LBE,ASIAN,Brooklyn,
WBE,NON-MINORITY,Brooklyn,
MBE,LBE,HISPANIC,Jamaica,
WBE,NON-MINORITY,LIC,
MBE,WBE,HISPANIC,Cliffside Park,
WBE,NON-MINORITY,White Plains,
MBE,ASIAN,Flushing,
MBE,ASIAN,New York,
WBE,NON-MINORITY,Staten Island,
MBE,ASIAN,Lindehurst,
MBE,ASIAN,Jericho,
WBE,NON-MINORITY,Amityville,
MBE,HISPANIC,Maspeth,
MBE,WBE,BLACK,Brooklyn,
MBE,BLACK,New York,
MBE,WBE,BLACK,Huntington Station,
MBE,WBE,NATIVE AMERICAN,Lewiston,
MBE,HISPANIC,Bronx,
MBE,BLACK,Far Rockaway,
MBE,BLACK,St. Albans,
WBE,NON-MINORITY,Brooklyn,
MBE,HISPANIC,Great Neck,
MBE,ASIAN,Albertson,
MBE,WBE,BLACK,New York,
WBE,NON-MINORITY,New York,
MBE,BLACK,St. Albans,
MBE,WBE,ASIAN,Staten Island,
WBE,NON-MINORITY,New York,
WBE,NON-MINORITY,Flemington,
MBE,BLACK,Brooklyn,
MBE,WBE,ASIAN,Alpine,
MBE,WBE,ASIAN,New York,
MBE,HISPANIC,Hempstead,
MBE,HISPANIC,Mount Vernon,
MBE,BLACK,Queens Village,
WBE,NON-MINORITY,Brooklyn,
MBE,HISPANIC,Elmhurst,
MBE,ASIAN,Brooklyn,
MBE,HISPANIC,Brooklyn,
WBE,NON-MINORITY,Staten Island,
WBE,NON-MINORITY,New York,
WBE,NON-MINORITY,New York,
WBE,NON-MINORITY,New York,
MBE,WBE,BLACK,Brooklyn,
MBE,WBE,BLACK,Brooklyn,
MBE,ASIAN,South Plainfield,
WBE,NON-MINORITY,Huntington,
MBE,LBE,ASIAN,Woodside,
MBE,BLACK,New York,
MBE,BLACK,Brooklyn,
WBE,NON-MINORITY,New York,
MBE,BLACK,Hackensack,
MBE,ASIAN,Bronx,
MBE,BLACK,Yonkers,
MBE,BLACK,Bronx,
MBE,HISPANIC,New Hyde Park,
MBE,ASIAN,East Elmhurst,
MBE,BLACK,New York,
MBE,HISPANIC,Long Island City,
WBE,NON-MINORITY,Staten Island,
WBE,NON-MINORITY,New York,
MBE,WBE,HISPANIC,New York,
MBE,HISPANIC,Brooklyn,
MBE,ASIAN,New York,
MBE,ASIAN,Dayton,
MBE,ASIAN,Springfield Gardens,
MBE,HISPANIC,New York,
MBE,ASIAN,Hillsborough,
MBE,BLACK,Brooklyn,
MBE,WBE,HISPANIC,Edison,
MBE,HISPANIC,New York,
MBE,BLACK,Rosedale,
MBE,LBE,ASIAN,Brooklyn,
MBE,ASIAN,Long Island City,
MBE,WBE,BLACK,New York,
MBE,WBE,BLACK,Cherry Hill,
WBE,NON-MINORITY,Long Island City,
LBE,Jamaica,
WBE,NON-MINORITY,Brooklyn,
MBE,ASIAN,Woodbridge,
WBE,NON-MINORITY,Brooklyn,
MBE,WBE,BLACK,Bronx,
MBE,HISPANIC,Long Island City,
MBE,HISPANIC,New York,
MBE,LBE,ASIAN,Brooklyn,
MBE,BLACK,Jamaica,
MBE,BLACK,Far Rockaway,
MBE,ASIAN,New York,
MBE,ASIAN,New York,
MBE,BLACK,Jamaica,
MBE,HISPANIC,New York,
MBE,WBE,HISPANIC,Union,
MBE,BLACK,Brooklyn,
MBE,BLACK,Bronx,
MBE,WBE,ASIAN,Morris Plains,
MBE,HISPANIC,Jackson Heights,
MBE,WBE,ASIAN,New York,
MBE,ASIAN,New York,
MBE,BLACK,South Nyack,
WBE,NON-MINORITY,Totowa,
WBE,NON-MINORITY,Westfield,
WBE,NON-MINORITY,New York,
WBE,NON-MINORITY,New York,
MBE,ASIAN,Brooklyn,
MBE,HISPANIC,Bronx,
MBE,BLACK,Bronx,
WBE,NON-MINORITY,Jamaica,
WBE,NON-MINORITY,Summit,
MBE,WBE,HISPANIC,Bronx,
MBE,WBE,ASIAN,New York,
MBE,BLACK,Malverne,
MBE,LBE,ASIAN,New York,
MBE,BLACK,Briarwood,
MBE,HISPANIC,Atlantic Beach,
MBE,ASIAN,Brooklyn,
MBE,BLACK,Bronx,
WBE,NON-MINORITY,Middletown,
MBE,BLACK,New York,
MBE,WBE,BLACK,New York,
MBE,ASIAN,Brooklyn,
LBE,Huntington,
MBE,BLACK,Brooklyn,
MBE,ASIAN,New York,
WBE,NON-MINORITY,Edgewater,
WBE,NON-MINORITY,New York,
MBE,BLACK,New York,
MBE,BLACK,Kew Gardens,
MBE,BLACK,Bronx,
MBE,ASIAN,Cranbury,
MBE,HISPANIC,New York,
MBE,BLACK,Jamaica,
WBE,NON-MINORITY,Huntington,
MBE,ASIAN,Ozone Park,
WBE,NON-MINORITY,New York,
MBE,WBE,BLACK,Brooklyn,
WBE,NON-MINORITY,Brooklyn,
MBE,LBE,BLACK,Brooklyn,
WBE,NON-MINORITY,Harrison,
WBE,NON-MINORITY,Dix Hills,
WBE,NON-MINORITY,New York,
MBE,HISPANIC,New York,
MBE,ASIAN,Bohemia,
MBE,ASIAN,Brooklyn,
WBE,NON-MINORITY,Island Park,
MBE,WBE,BLACK,Bellerose Village,
MBE,WBE,BLACK,Coram,
WBE,NON-MINORITY,Tarrytown,
MBE,BLACK,Brooklyn,
WBE,NON-MINORITY,Palisades Park,
MBE,BLACK,New York,
MBE,BLACK,New York,
MBE,HISPANIC,New York,
WBE,NON-MINORITY,Hackensack,
WBE,NON-MINORITY,New York,
WBE,NON-MINORITY,Lindenhurst,
MBE,HISPANIC,New York,
WBE,NON-MINORITY,Westport,
WBE,NON-MINORITY,New York,
WBE,NON-MINORITY,Nyack,
WBE,NON-MINORITY,New York,
MBE,WBE,BLACK,New York,
MBE,HISPANIC,Union City,
MBE,HISPANIC,Hackensack,
MBE,ASIAN,Flushing,
WBE,N/A,Syosset,
WBE,New York,
MBE,WBE,BLACK,Bronx,
MBE,WBE,BLACK,New York,
MBE,BLACK,Jamaica,
WBE,NON-MINORITY,New York,
MBE,ASIAN,New York,
MBE,ASIAN,Long Island City,
MBE,WBE,New York,
MBE,HISPANIC,Ridgewood,
MBE,ASIAN,New York,
WBE,NON-MINORITY,Staten Island,
MBE,LBE,ASIAN,Brooklyn,
WBE,NON-MINORITY,New York,
WBE,NON-MINORITY,New York,
MBE,BLACK,New York,
MBE,BLACK,Elmont,
MBE,BLACK,Ossining,
MBE,BLACK,New York,
MBE,ASIAN,Mineola,
WBE,NON-MINORITY,Valley Stream,
MBE,BLACK,New York,
WBE,NON-MINORITY,Fort Salonga,
WBE,NON-MINORITY,Brooklyn,
MBE,LBE,ASIAN,New Hyde Park,
MBE,WBE,ASIAN,Rutherford,
WBE,NON-MINORITY,Brooklyn,
MBE,BLACK,Uniondale,
LBE,Middle Village,
MBE,WBE,ASIAN,Jersey City,
WBE,NON-MINORITY,New York,
MBE,BLACK,Rosedale,
MBE,BLACK,South Richmond Hill,
WBE,NON-MINORITY,Brooklyn,
MBE,BLACK,Brooklyn,
MBE,BLACK,St. Albans,
MBE,BLACK,New York,
MBE,HISPANIC,Brooklyn,
WBE,NON-MINORITY,Kinnelon,
WBE,NON-MINORITY,Hackensack,
MBE,WBE,BLACK,Deer Park,
WBE,NON-MINORITY,Bronx,
WBE,NON-MINORITY,Brooklyn,
MBE,HISPANIC,New York,
MBE,ASIAN,Ozone Park,
WBE,NON-MINORITY,New York,
MBE,WBE,BLACK,Freehold,
WBE,NON-MINORITY,New York,
WBE,NON-MINORITY,New York,
WBE,NON-MINORITY,Old Bethpage,
MBE,WBE,BLACK,Bronx,
LBE,Old Bridge,
MBE,ASIAN,Bayside,
MBE,ASIAN,Flushing,
WBE,NON-MINORITY,Manasquan,
MBE,HISPANIC,New York,
WBE,LBE,NON-MINORITY,Brooklyn,
MBE,HISPANIC,Bronx,
WBE,NON-MINORITY,Brooklyn,
MBE,BLACK,New York,
WBE,NON-MINORITY,New York,
MBE,HISPANIC,Astoria,
WBE,NON-MINORITY,New York,
WBE,NON-MINORITY,Woodside,
MBE,HISPANIC,Rockaway Park,
MBE,BLACK,Bronx,
MBE,BLACK,New York,
MBE,WBE,ASIAN,Long Beach,
MBE,ASIAN,New York,
MBE,BLACK,Jamaica,
MBE,WBE,BLACK,New York,
MBE,BLACK,Tenafly,
MBE,BLACK,Brooklyn,
MBE,HISPANIC,Bronx,
WBE,NON-MINORITY,New York,
MBE,ASIAN,New York,
MBE,LBE,HISPANIC,Brooklyn,
MBE,BLACK,Mt. Vernon,
MBE,LBE,BLACK,Brooklyn,
MBE,BLACK,Yonkers,
MBE,HISPANIC,New York,
MBE,BLACK,Bronx,
WBE,NON-MINORITY,Staten Island,
WBE,NON-MINORITY,Staten Island,
LBE,Staten Island,
WBE,NON-MINORITY,Thornwood,
MBE,HISPANIC,New York,
MBE,BLACK,Richmond Hill,
MBE,WBE,HISPANIC,Brooklyn,
WBE,NON-MINORITY,New York,
MBE,BLACK,Cambria Heights,
WBE,NON-MINORITY,New York,
MBE,HISPANIC,Central Islip,
MBE,WBE,BLACK,New York,
MBE,WBE,BLACK,Brooklyn,
MBE,BLACK,Bronx,
MBE,BLACK,New York,
LBE,Staten Island,
MBE,ASIAN,Brooklyn,
MBE,WBE,HISPANIC,Bronx,
MBE,HISPANIC,Mt. Vernon,
MBE,HISPANIC,Jamaica,
MBE,BLACK,New York,
MBE,HISPANIC,Syosset,
MBE,HISPANIC,Bronx,
MBE,BLACK,Brooklyn,
MBE,HISPANIC,West Haverstraw,
MBE,WBE,BLACK,Bronx,
MBE,WBE,BLACK,Brooklyn,
WBE,NON-MINORITY,New York,
WBE,NON-MINORITY,Long Island City,
MBE,BLACK,Mineola,
WBE,NON-MINORITY,Oakhurst,
MBE,HISPANIC,New York,
MBE,HISPANIC,New York,
MBE,WBE,ASIAN,Greenbrook,
MBE,BLACK,Mount Vernon,
MBE,HISPANIC,Bronx,
MBE,LBE,ASIAN,Astoria,
MBE,LBE,HISPANIC,Roslyn,
MBE,BLACK,Lyndhurst,
MBE,WBE,BLACK,New York,
WBE,NON-MINORITY,New York,
MBE,BLACK,Brooklyn,
MBE,BLACK,Bronx,
WBE,NON-MINORITY,Montvale,
WBE,NON-MINORITY,New York,
WBE,NON-MINORITY,Congers,
MBE,ASIAN,Brooklyn,
MBE,HISPANIC,New York,
WBE,NON-MINORITY,New York,
MBE,BLACK,Yonkers,
WBE,NON-MINORITY,Bronxville,
WBE,NON-MINORITY,New York,
MBE,WBE,ASIAN,West Islip,
MBE,HISPANIC,Far Rockaway,
WBE,NON-MINORITY,New York,
MBE,BLACK,Brooklyn,
MBE,ASIAN,River Edge,
MBE,WBE,BLACK,New York,
MBE,ASIAN,New York,
MBE,ASIAN,Mountainside,
MBE,BLACK,Brooklyn,
WBE,NON-MINORITY,Brooklyn,
WBE,NON-MINORITY,New York,
WBE,NON-MINORITY,New York,
MBE,WBE,ASIAN,Long Island City,
MBE,ASIAN,New York,
WBE,NON-MINORITY,Brooklyn,
WBE,NON-MINORITY,Glendale,
WBE,NON-MINORITY,Brooklyn,
WBE,NON-MINORITY,Brooklyn,
MBE,ASIAN,New York,
MBE,HISPANIC,Bronx,
WBE,NON-MINORITY,New York,
LBE,Bronx,
WBE,NON-MINORITY,Hazlet,
MBE,BLACK,Hartsdale,
MBE,ASIAN,Staten Island,
MBE,BLACK,Brooklyn,
MBE,BLACK,Brooklyn,
MBE,ASIAN,Hoboken,
MBE,ASIAN,Ozone Park,
LBE,Maspeth,
MBE,HISPANIC,Ozone Park,
MBE,ASIAN,Staten Island,
WBE,NON-MINORITY,Bayside,
MBE,HISPANIC,Monsey,
MBE,HISPANIC,Springfield Gardens,
MBE,BLACK,Bronx,
WBE,NON-MINORITY,New York,
WBE,NON-MINORITY,Lattingtown,
MBE,HISPANIC,Woodside,
MBE,WBE,HISPANIC,Bronx,
MBE,WBE,BLACK,Brookhaven,
WBE,NON-MINORITY,Marion,
MBE,HISPANIC,Brooklyn,
MBE,HISPANIC,Westbury,
MBE,ASIAN,New York,
WBE,NON-MINORITY,Staten Island,
MBE,BLACK,Bronx,
MBE,WBE,HISPANIC,Howard Beach,
MBE,BLACK,New York,
MBE,BLACK,Englewood,
MBE,WBE,BLACK,Brooklyn,
MBE,BLACK,Freeport,
MBE,HISPANIC,Central Islip,
MBE,WBE,HISPANIC,New York,
MBE,HISPANIC,Bronx,
MBE,BLACK,Laurelton,
MBE,Long Island City,
MBE,HISPANIC,Flushing,
MBE,BLACK,Mount Vernon,
MBE,BLACK,Brooklyn,
MBE,ASIAN,Brooklyn,
MBE,WBE,BLACK,New York,
MBE,ASIAN,Skillman,
MBE,ASIAN,New York,
MBE,HISPANIC,New York,
WBE,NON-MINORITY,Flushing,
MBE,HISPANIC,Brooklyn,
MBE,WBE,BLACK,Mt. Vernon,
MBE,HISPANIC,New York,
WBE,NON-MINORITY,New York,
WBE,NON-MINORITY,Bergenfield,
MBE,WBE,HISPANIC,Teterboro,
WBE,NON-MINORITY,Booton,
LBE,Maspeth,
MBE,BLACK,Newark,
MBE,BLACK,New York,
MBE,WBE,ASIAN,Farmingdale,
MBE,ASIAN,Poughquag,
MBE,BLACK,Princeton,
MBE,BLACK,New York,
MBE,ASIAN,Kenilworth,
MBE,HISPANIC,Staten Island,
MBE,WBE,HISPANIC,Vero Beach,
MBE,WBE,HISPANIC,Brooklyn,
WBE,NON-MINORITY,New York,
MBE,ASIAN,New York,
MBE,BLACK,Brooklyn,
WBE,NON-MINORITY,Brooklyn,
WBE,NON-MINORITY,Mineola,
WBE,NON-MINORITY,New York,
MBE,BLACK,New York,
LBE,New York,
WBE,LBE,NON-MINORITY,Maspeth,
WBE,NON-MINORITY,Harrison,
MBE,WBE,ASIAN,Medord,
MBE,BLACK,New York,
WBE,NON-MINORITY,Melville,
MBE,BLACK,Bethel,
MBE,HISPANIC,Long Island City,
LBE,Massapequa,
MBE,BLACK,Newark,
WBE,NON-MINORITY,New York,
MBE,BLACK,Huntington,
WBE,NON-MINORITY,Baldwin,
MBE,BLACK,Cambria Heights,
WBE,NON-MINORITY,Forest Hills,
MBE,BLACK,Rego Park,
MBE,BLACK,Mount Vernon,
WBE,NON-MINORITY,Garden City,
WBE,NON-MINORITY,Cedarhurst,
WBE,NON-MINORITY,New York,
MBE,WBE,BLACK,Elmont,
WBE,NON-MINORITY,New York,
MBE,HISPANIC,Peekskill,
MBE,HISPANIC,Peekskill,
WBE,NON-MINORITY,Brooklyn,
WBE,NON-MINORITY,Carle Place,
MBE,WBE,HISPANIC,Hackensack,
MBE,HISPANIC,New York,
WBE,NON-MINORITY,Long Island City,
MBE,HISPANIC,Brooklyn,
MBE,BLACK,Huntington,
MBE,ASIAN,Flushing,
MBE,HISPANIC,New York,
MBE,WBE,ASIAN,Merrick,
MBE,WBE,ASIAN,Merrick,
MBE,BLACK,Brooklyn,
WBE,NON-MINORITY,Brooklyn,
MBE,WBE,BLACK,New York,
MBE,ASIAN,New York,
MBE,HISPANIC,Bronx,
WBE,NON-MINORITY,Millstone Township,
WBE,NON-MINORITY,Yorktown Heights,
WBE,NON-MINORITY,New York,
LBE,Bronx,
MBE,WBE,HISPANIC,New York,
MBE,HISPANIC,Tuckahoe,
LBE,Bronx,
WBE,NON-MINORITY,New York,
MBE,BLACK,Brooklyn,
MBE,WBE,HISPANIC,Ossining,
MBE,WBE,BLACK,White Plains,
MBE,BLACK,New York,
MBE,WBE,BLACK,Hawthorne,
WBE,NON-MINORITY,New York,
MBE,HISPANIC,South Ozone Park,
WBE,NON-MINORITY,Levittown,
MBE,BLACK,Bronx,
MBE,ASIAN,Tinton Falls,
WBE,NON-MINORITY,New York,
MBE,BLACK,Lynbrook,
MBE,ASIAN,Brooklyn,
MBE,HISPANIC,New York,
MBE,BLACK,Jamaica,
MBE,ASIAN,New York,
MBE,BLACK,Brooklyn,
MBE,WBE,ASIAN,Dix Hills,
MBE,BLACK,St. Albans,
WBE,NON-MINORITY,Hazlet,
MBE,BLACK,White Plains,
MBE,BLACK,Brooklyn,
WBE,NON-MINORITY,New York,
MBE,BLACK,Brooklyn,
MBE,BLACK,Valley Stream,
MBE,WBE,BLACK,Yonkers,
MBE,WBE,BLACK,New Rochelle,
WBE,NON-MINORITY,Martinsville,
WBE,NON-MINORITY,New York,
WBE,NON-MINORITY,New York,
WBE,NON-MINORITY,New York,
MBE,BLACK,Edgewater,
MBE,ASIAN,Brooklyn,
MBE,BLACK,East Orange,
MBE,ASIAN,Brooklyn,
MBE,ASIAN,Briarcliff Manor,
MBE,HISPANIC,Long Island City,
WBE,NON-MINORITY,New York,
MBE,WBE,HISPANIC,Brooklyn,
WBE,NON-MINORITY,New York,
MBE,ASIAN,New York,
WBE,NON-MINORITY,Rahway,
MBE,WBE,BLACK,New York,
MBE,BLACK,Jamaica,
MBE,ASIAN,New York,
MBE,WBE,BLACK,New York,
MBE,HISPANIC,Long Island City,
WBE,NON-MINORITY,New York,
WBE,NON-MINORITY,New York,
MBE,BLACK,Bronx,
WBE,NON-MINORITY,New York,
MBE,HISPANIC,New York,
MBE,HISPANIC,Long Island City,
MBE,BLACK,Brooklyn,
WBE,NON-MINORITY,Brooklyn,
MBE,BLACK,West Babylon,
MBE,HISPANIC,New York,
WBE,NON-MINORITY,Long Island City,
WBE,NON-MINORITY,New York,
WBE,NON-MINORITY,Paramus,
MBE,WBE,ASIAN,Woodcliff Lake,
MBE,BLACK,Brooklyn,
WBE,NON-MINORITY,New York,
MBE,LBE,BLACK,Long Island City,
MBE,WBE,HISPANIC,Elmont,
MBE,ASIAN,N. Bergen,
MBE,HISPANIC,New York,
WBE,NON-MINORITY,West Babylon,
WBE,NON-MINORITY,New York,
WBE,NON-MINORITY,New York,
MBE,ASIAN,New York,
WBE,NON-MINORITY,New York,
MBE,BLACK,New York,
MBE,WBE,BLACK,Florham Park,
MBE,BLACK,Bronx,
MBE,ASIAN,New York,
MBE,WBE,HISPANIC,Elmhurst,
MBE,ASIAN,Bronx,
WBE,Brooklyn,
MBE,ASIAN,Bronx,
MBE,WBE,ASIAN,Ardsley,
MBE,WBE,BLACK,New York,
MBE,WBE,HISPANIC,North Bellmore,
LBE,Bronx,
MBE,BLACK,Bronx,
MBE,BLACK,Brooklyn,
MBE,BLACK,Brooklyn,
MBE,BLACK,New York,
MBE,HISPANIC,New York,
MBE,HISPANIC,Bronx,
MBE,WBE,BLACK,Melville,
MBE,ASIAN,Flushing,
MBE,ASIAN,Brooklyn,
MBE,HISPANIC,New York,
MBE,BLACK,New York,
MBE,WBE,BLACK,Brooklyn,
WBE,NON-MINORITY,Brooklyn,
MBE,WBE,HISPANIC,New City,
WBE,NON-MINORITY,Queens Village,
MBE,ASIAN,Iselin,
MBE,BLACK,Jamaica,
MBE,ASIAN,Queens Village,
MBE,WBE,ASIAN,New York,
MBE,WBE,BLACK,New York,
MBE,BLACK,Bronx,
MBE,HISPANIC,Roosevelt,
MBE,ASIAN,Port Washington,
MBE,HISPANIC,Brooklyn,
WBE,NON-MINORITY,New York,
MBE,HISPANIC,Bronx,
MBE,BLACK,Bronx,
MBE,ASIAN,New York,
MBE,BLACK,Mount Vernon,
WBE,NON-MINORITY,Riverdale,
MBE,ASIAN,Richmond Hills,
MBE,BLACK,Brooklyn,
MBE,BLACK,Hackensack,
MBE,ASIAN,Bayside,
MBE,HISPANIC,Fairview,
MBE,ASIAN,Flushing,
MBE,HISPANIC,New York,
WBE,NON-MINORITY,East Northport,
MBE,ASIAN,Brooklyn,
MBE,BLACK,Brooklyn,
MBE,BLACK,Brooklyn,
WBE,NON-MINORITY,New York,
WBE,NON-MINORITY,Brooklyn,
MBE,BLACK,Long Island City,
WBE,NON-MINORITY,Brooklyn,
MBE,BLACK,New York,
MBE,WBE,LBE,BLACK,Brooklyn,11225
WBE,NON-MINORITY,Deer Park,
MBE,WBE,BLACK,New York,
MBE,BLACK,Bohemia,
MBE,LBE,ASIAN,Floral Park,
MBE,BLACK,Brooklyn,
MBE,HISPANIC,Bronx,
MBE,ASIAN,Staten Island,
MBE,BLACK,Bronx,
MBE,BLACK,Bronx,
MBE,BLACK,Long Island City,
WBE,NON-MINORITY,New York,
MBE,WBE,BLACK,Brooklyn,
MBE,ASIAN,Mountainside,
WBE,NON-MINORITY,Ossining,
WBE,NON-MINORITY,Westport,
MBE,WBE,HISPANIC,Long Island City,
WBE,NON-MINORITY,New York,
MBE,BLACK,Cambria Heights,
MBE,BLACK,Somerset,
WBE,NON-MINORITY,Millburn,
MBE,BLACK,Baldwin,
MBE,WBE,BLACK,Bronx,
WBE,NON-MINORITY,New York,
MBE,BLACK,Rosedale,
MBE,ASIAN,New York,
MBE,HISPANIC,Maspeth,
WBE,NON-MINORITY,New York,
MBE,WBE,HISPANIC,New York,
WBE,NON-MINORITY,Whitestone,
MBE,WBE,BLACK,Yorktown Heights,
MBE,BLACK,New York,
MBE,ASIAN,Corona,
WBE,NON-MINORITY,Holbrook,
WBE,NON-MINORITY,New York,
MBE,WBE,BLACK,Brooklyn,
WBE,NON-MINORITY,New York,
WBE,NON-MINORITY,Brooklyn,
MBE,WBE,BLACK,Brooklyn,
WBE,NON-MINORITY,Old Bethpage,
WBE,N/A,New York,
MBE,ASIAN,New York,
MBE,WBE,HISPANIC,Astoria,
MBE,HISPANIC,New York,
WBE,NON-MINORITY,East Northport,
MBE,LBE,ASIAN,New York,
MBE,BLACK,New York,
WBE,NON-MINORITY,Briarwood,
MBE,ASIAN,New York,
MBE,ASIAN,New York,
MBE,WBE,BLACK,Freeport,
WBE,NON-MINORITY,Bronx,
MBE,BLACK,Rosedale,
WBE,NON-MINORITY,Closter,
WBE,NON-MINORITY,New York,
MBE,BLACK,Bronx,
MBE,HISPANIC,Brooklyn,
LBE,Staten Island,
MBE,ASIAN,Ridgefield,
MBE,ASIAN,Peekskill,
MBE,WBE,HISPANIC,Morristown,
WBE,NON-MINORITY,Lake Success,
MBE,ASIAN,Bronx,
MBE,BLACK,Bronx,
WBE,NON-MINORITY,New York,
WBE,NON-MINORITY,Brooklyn,
MBE,WBE,HISPANIC,West Hempstead,
WBE,NON-MINORITY,New York,
MBE,BLACK,Brooklyn,
MBE,WBE,ASIAN,New York,
MBE,WBE,ASIAN,New York,
WBE,NON-MINORITY,Brooklyn,
WBE,NON-MINORITY,Brooklyn,
MBE,HISPANIC,Weehawken,
WBE,NON-MINORITY,Fairfield,
MBE,WBE,NON-MINORITY,Scarsdale,
MBE,WBE,BLACK,Yonkers,
MBE,WBE,HISPANIC,Rego Park,
MBE,WBE,BLACK,Brooklyn,
WBE,NON-MINORITY,Long Island City,
WBE,NON-MINORITY,South Hackensack,
MBE,ASIAN,Long Island City,
MBE,ASIAN,Jackson Heights,
WBE,NON-MINORITY,New York,
MBE,WBE,BLACK,Arverne,
WBE,NON-MINORITY,New York,
MBE,HISPANIC,Ridgewood,
MBE,ASIAN,Ozone Park,
WBE,NON-MINORITY,Nesconset,
WBE,NON-MINORITY,Roslyn,
MBE,BLACK,Long Island City,
MBE,HISPANIC,New York,
